epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,1223.64,0.11505,0.1822,0.84049,0.96239,0.96875,0.99324,0.98767,0.14954,0.37437,0.56639,0.000643795,0.000643795,0.000643795
188,1228.93,0.12794,0.20804,0.89723,0.96202,0.96875,0.989,0.98441,0.15771,0.45554,0.57497,0.000638294,0.000638294,0.000638294
189,1234.39,0.09917,0.26288,0.89581,0.96204,0.96875,0.99167,0.98611,0.16487,0.42835,0.58508,0.000632793,0.000632793,0.000632793
190,1239.78,0.11996,0.1681,0.86486,0.96418,0.97082,0.995,0.9872,0.17086,0.3801,0.59053,0.000627292,0.000627292,0.000627292
191,1245.5,0.11577,0.18295,0.89989,0.96179,0.96875,0.99324,0.98754,0.17871,0.33144,0.60376,0.000621791,0.000621791,0.000621791
192,1250.82,0.10879,0.18399,0.86165,0.9621,0.96875,0.99324,0.98674,0.18928,0.33898,0.61794,0.00061629,0.00061629,0.00061629
193,1256.01,0.11093,0.20969,0.8648,0.96222,0.96875,0.99324,0.98512,0.19905,0.3582,0.62274,0.000610789,0.000610789,0.000610789
194,1261.26,0.12364,0.19261,0.88379,0.96258,0.96875,0.99324,0.98725,0.18965,0.36475,0.61619,0.000605288,0.000605288,0.000605288
195,1266.32,0.10982,0.16004,0.86034,0.96222,0.96875,0.99324,0.98754,0.17307,0.35582,0.59709,0.000599787,0.000599787,0.000599787
196,1271.55,0.13321,0.16277,0.85909,0.9639,0.97047,0.995,0.98831,0.1618,0.33564,0.57876,0.000594286,0.000594286,0.000594286
197,1276.63,0.10501,0.16136,0.89005,0.96409,0.97039,0.995,0.9886,0.16141,0.33227,0.57927,0.000588784,0.000588784,0.000588784
198,1281.4,0.10711,0.16855,0.85105,0.96418,0.97035,0.995,0.9886,0.16297,0.31835,0.58358,0.000583283,0.000583283,0.000583283
199,1286.58,0.11248,0.20772,0.88788,0.96196,0.96875,0.99324,0.98725,0.17109,0.34012,0.59122,0.000577782,0.000577782,0.000577782
200,1291.42,0.11686,0.16942,0.86411,0.96166,0.96875,0.99026,0.98426,0.16845,0.33424,0.58561,0.000572281,0.000572281,0.000572281
201,1296.68,0.11166,0.14544,0.86322,0.96154,0.96875,0.97982,0.97982,0.16259,0.34368,0.5776,0.00056678,0.00056678,0.00056678
202,1301.9,0.11923,0.23721,0.84901,0.96167,0.96875,0.97982,0.97982,0.16722,0.34643,0.57626,0.000561279,0.000561279,0.000561279
203,1307.19,0.09588,0.16174,0.83534,0.96311,0.96875,0.9818,0.9818,0.17267,0.34833,0.57887,0.000555778,0.000555778,0.000555778
204,1312.22,0.10363,0.15604,0.86283,0.96304,0.9707,0.995,0.9893,0.16528,0.3166,0.57063,0.000550277,0.000550277,0.000550277
205,1317.62,0.12343,0.17248,0.86788,0.96306,0.97079,0.995,0.98788,0.16918,0.31368,0.56836,0.000544776,0.000544776,0.000544776
206,1322.85,0.14268,0.18101,0.86732,0.96305,0.9709,0.995,0.98589,0.17404,0.32245,0.57229,0.000539275,0.000539275,0.000539275
207,1328.09,0.10807,0.14371,0.8547,0.96317,0.97099,0.995,0.987,0.15266,0.28711,0.57517,0.000533773,0.000533773,0.000533773
208,1333.13,0.09456,0.14696,0.83537,0.96332,0.971,0.995,0.98741,0.14878,0.27881,0.57266,0.000528272,0.000528272,0.000528272
209,1338.45,0.10557,0.1741,0.87544,0.96363,0.97092,0.995,0.98589,0.16591,0.31307,0.60161,0.000522771,0.000522771,0.000522771
210,1343.48,0.11545,0.15054,0.85307,0.96365,0.97097,0.995,0.98788,0.16277,0.30105,0.60014,0.00051727,0.00051727,0.00051727
211,1348.28,0.11583,0.23363,0.86628,0.96382,0.97086,0.995,0.98788,0.16782,0.29948,0.59522,0.000511769,0.000511769,0.000511769
212,1353.27,0.10216,0.15735,0.8721,0.96428,0.97057,0.995,0.98741,0.1628,0.28121,0.58009,0.000506268,0.000506268,0.000506268
213,1358.25,0.09561,0.13995,0.87804,0.96498,0.97047,0.995,0.98741,0.15936,0.2748,0.57231,0.000500767,0.000500767,0.000500767
214,1363.11,0.10257,0.31663,0.86938,0.96816,0.97039,0.995,0.98893,0.15233,0.2838,0.56112,0.000495266,0.000495266,0.000495266
215,1368.08,0.13601,0.15746,0.85831,0.96427,0.97042,0.995,0.9902,0.14104,0.31545,0.55658,0.000489765,0.000489765,0.000489765
216,1373.1,0.10507,0.17206,0.84967,0.96396,0.97042,0.995,0.98831,0.14158,0.32426,0.55544,0.000484263,0.000484263,0.000484263
217,1377.82,0.10592,0.13955,0.87174,0.96389,0.97036,0.995,0.98893,0.1388,0.37691,0.55188,0.000478762,0.000478762,0.000478762
218,1382.27,0.09453,0.11862,0.85662,0.96397,0.9703,0.995,0.99072,0.1401,0.38584,0.55395,0.000473261,0.000473261,0.000473261
219,1386.78,0.10082,0.15066,0.83772,0.96379,0.97026,0.995,0.9893,0.14684,0.40043,0.56446,0.00046776,0.00046776,0.00046776
220,1391.16,0.10431,0.14381,0.83544,0.96386,0.97022,0.995,0.9893,0.14814,0.38445,0.56612,0.000462259,0.000462259,0.000462259
221,1395.58,0.10572,0.15987,0.86097,0.96399,0.97027,0.995,0.98788,0.15165,0.37,0.57467,0.000456758,0.000456758,0.000456758
222,1399.9,0.09279,0.13638,0.86989,0.96401,0.97038,0.995,0.98788,0.15574,0.38064,0.57737,0.000451257,0.000451257,0.000451257
223,1404.38,0.09653,0.13392,0.86265,0.96394,0.97057,0.995,0.9863,0.15378,0.38439,0.57461,0.000445756,0.000445756,0.000445756
224,1408.68,0.10229,0.13932,0.86455,0.96378,0.97054,0.995,0.98573,0.15473,0.383,0.57067,0.000440255,0.000440255,0.000440255
225,1413.16,0.10317,0.14733,0.86325,0.96189,0.96875,0.98786,0.98147,0.15094,0.36798,0.57073,0.000434754,0.000434754,0.000434754
226,1417.6,0.08564,0.13194,0.87675,0.96194,0.96875,0.99167,0.98381,0.15225,0.3688,0.57191,0.000429253,0.000429253,0.000429253
227,1422.09,0.10624,0.1635,0.865,0.96367,0.97034,0.995,0.98758,0.15203,0.35566,0.57157,0.000423751,0.000423751,0.000423751
228,1426.46,0.09312,0.14775,0.84924,0.964,0.97036,0.995,0.98788,0.16757,0.35483,0.57723,0.00041825,0.00041825,0.00041825
229,1431,0.09355,0.13493,0.86466,0.96416,0.97037,0.995,0.98788,0.15973,0.34141,0.57253,0.000412749,0.000412749,0.000412749
230,1435.38,0.08582,0.17185,0.84871,0.96416,0.97036,0.995,0.98788,0.1541,0.33718,0.57424,0.000407248,0.000407248,0.000407248
231,1439.88,0.07922,0.12548,0.83844,0.96423,0.97044,0.995,0.98788,0.1483,0.34796,0.57836,0.000401747,0.000401747,0.000401747
232,1444.37,0.09369,0.11897,0.85606,0.96421,0.9705,0.995,0.98788,0.1509,0.36272,0.58117,0.000396246,0.000396246,0.000396246
233,1448.85,0.11869,0.18996,0.87825,0.9642,0.97056,0.995,0.9863,0.15205,0.37969,0.58132,0.000390745,0.000390745,0.000390745
234,1453.16,0.14945,0.15701,0.94309,0.96418,0.97055,0.995,0.987,0.15084,0.38214,0.57812,0.000385244,0.000385244,0.000385244
235,1457.52,0.20335,0.21217,0.99723,0.96241,0.96875,0.99167,0.98533,0.14191,0.36481,0.56213,0.000379743,0.000379743,0.000379743
236,1461.89,0.09156,0.17197,0.87229,0.96243,0.96875,0.97826,0.97826,0.12541,0.33881,0.54038,0.000374242,0.000374242,0.000374242
237,1466.28,0.09812,0.14319,0.86982,0.96239,0.96875,0.97645,0.97645,0.12125,0.33024,0.53791,0.00036874,0.00036874,0.00036874
238,1470.86,0.09146,0.20324,0.85084,0.96244,0.96875,0.97645,0.97645,0.12045,0.34061,0.54027,0.000363239,0.000363239,0.000363239
239,1475.18,0.09012,0.15748,0.85975,0.96229,0.96875,0.97369,0.97369,0.12399,0.38448,0.53941,0.000357738,0.000357738,0.000357738
240,1479.65,0.09161,0.14395,0.85717,0.96231,0.96875,0.97241,0.97241,0.12733,0.40141,0.53996,0.000352237,0.000352237,0.000352237
241,1483.95,0.09622,0.17953,0.8848,0.96464,0.96875,0.97163,0.97163,0.1286,0.44482,0.5371,0.000346736,0.000346736,0.000346736
242,1488.38,0.09482,0.16826,0.86339,0.96959,0.96875,0.97163,0.97163,0.12961,0.41216,0.54126,0.000341235,0.000341235,0.000341235
243,1492.83,0.08801,0.1323,0.88711,0.97178,0.96875,0.9722,0.9722,0.12688,0.38342,0.5444,0.000335734,0.000335734,0.000335734
244,1497.25,0.09109,0.13555,0.89398,0.97168,0.96875,0.97645,0.97645,0.12478,0.37872,0.54667,0.000330233,0.000330233,0.000330233
245,1501.53,0.10243,0.14555,0.84473,0.97046,0.96875,0.97645,0.97645,0.11995,0.37884,0.5445,0.000324732,0.000324732,0.000324732
246,1505.99,0.08836,0.14376,0.8652,0.96357,0.96875,0.989,0.9833,0.11742,0.39463,0.54411,0.000319231,0.000319231,0.000319231
247,1510.35,0.09243,0.24269,0.85504,0.96225,0.96875,0.99324,0.98575,0.12431,0.40917,0.55139,0.000313729,0.000313729,0.000313729
248,1514.86,0.101,0.20193,0.86964,0.9621,0.96875,0.99324,0.98575,0.12634,0.4083,0.55213,0.000308228,0.000308228,0.000308228
249,1519.11,0.10179,0.15399,0.883,0.96364,0.97035,0.995,0.98663,0.12168,0.3915,0.54621,0.000302727,0.000302727,0.000302727
250,1523.61,0.09157,0.13044,0.86949,0.96361,0.97038,0.995,0.9863,0.11733,0.37967,0.54259,0.000297226,0.000297226,0.000297226
251,1527.92,0.09883,0.15864,0.87128,0.96358,0.97036,0.995,0.98573,0.11304,0.36735,0.53849,0.000291725,0.000291725,0.000291725
252,1532.43,0.08891,0.12384,0.87164,0.96362,0.97032,0.995,0.98504,0.1046,0.39231,0.53293,0.000286224,0.000286224,0.000286224
253,1536.82,0.1035,0.22249,0.82942,0.96353,0.97028,0.995,0.98573,0.1103,0.41372,0.53265,0.000280723,0.000280723,0.000280723
254,1541.09,0.08086,0.13906,0.8472,0.96357,0.97028,0.995,0.98573,0.10992,0.44579,0.52864,0.000275222,0.000275222,0.000275222
255,1545.6,0.08125,0.11528,0.83826,0.96384,0.97032,0.995,0.9886,0.11475,0.44621,0.5276,0.000269721,0.000269721,0.000269721
256,1549.95,0.08549,0.13463,0.83381,0.96389,0.97032,0.995,0.9886,0.11331,0.45711,0.52437,0.00026422,0.00026422,0.00026422
257,1554.37,0.08347,0.12604,0.8727,0.96421,0.97016,0.995,0.9893,0.11197,0.47243,0.52568,0.000258718,0.000258718,0.000258718
258,1558.97,0.09012,0.13388,0.84878,0.96418,0.97019,0.995,0.9893,0.12034,0.46859,0.53198,0.000253217,0.000253217,0.000253217
259,1563.29,0.09283,0.12963,0.85509,0.96409,0.97017,0.995,0.9893,0.1248,0.45461,0.53684,0.000247716,0.000247716,0.000247716
260,1567.81,0.07781,0.10682,0.85586,0.96423,0.97018,0.995,0.9893,0.12232,0.44125,0.53834,0.000242215,0.000242215,0.000242215
261,1572.07,0.07527,0.1126,0.8376,0.96431,0.97013,0.995,0.9893,0.11725,0.4323,0.53656,0.000236714,0.000236714,0.000236714
262,1576.34,0.08332,0.11474,0.85307,0.96558,0.9702,0.995,0.9893,0.11667,0.42285,0.53488,0.000231213,0.000231213,0.000231213
263,1580.83,0.07511,0.12299,0.86014,0.96752,0.97031,0.995,0.98741,0.12381,0.40385,0.54095,0.000225712,0.000225712,0.000225712
264,1585.11,0.075,0.11645,0.8488,0.9658,0.97032,0.995,0.98741,0.12308,0.39319,0.54272,0.000220211,0.000220211,0.000220211
265,1589.6,0.07194,0.12527,0.8645,0.96415,0.97034,0.995,0.98788,0.1095,0.36978,0.5322,0.00021471,0.00021471,0.00021471
266,1594.12,0.07117,0.1076,0.84378,0.96401,0.97036,0.995,0.98741,0.10973,0.36652,0.53165,0.000209209,0.000209209,0.000209209
267,1598.42,0.08362,0.11597,0.86027,0.96399,0.97037,0.995,0.98893,0.10957,0.36101,0.52981,0.000203707,0.000203707,0.000203707
268,1602.95,0.07561,0.11962,0.878,0.964,0.97036,0.995,0.98893,0.1037,0.34333,0.52227,0.000198206,0.000198206,0.000198206
269,1607.37,0.07288,0.11839,0.83855,0.964,0.97038,0.995,0.9886,0.10094,0.34048,0.52105,0.000192705,0.000192705,0.000192705
270,1611.71,0.0869,0.11849,0.85429,0.96402,0.97038,0.995,0.9886,0.1028,0.35252,0.523,0.000187204,0.000187204,0.000187204
271,1616.77,0.18903,0.18315,0.97537,0.96405,0.97038,0.995,0.98741,0.11003,0.3597,0.52976,0.000181703,0.000181703,0.000181703
272,1622.11,0.07355,0.13946,0.83114,0.96417,0.97038,0.995,0.98741,0.11368,0.37054,0.53471,0.000176202,0.000176202,0.000176202
273,1627.77,0.08157,0.15622,0.83431,0.96404,0.97035,0.995,0.98741,0.11434,0.3757,0.53674,0.000170701,0.000170701,0.000170701
274,1633.62,0.07437,0.10454,0.81112,0.96401,0.97037,0.995,0.98741,0.1148,0.38775,0.53661,0.0001652,0.0001652,0.0001652
275,1639.16,0.06439,0.09352,0.85277,0.96399,0.97037,0.995,0.98741,0.11397,0.38648,0.53618,0.000159699,0.000159699,0.000159699
276,1644.9,0.07396,0.13489,0.8717,0.96397,0.97043,0.995,0.98741,0.10964,0.36922,0.53317,0.000154198,0.000154198,0.000154198
277,1650.43,0.09313,0.13309,0.87505,0.96399,0.97042,0.995,0.98741,0.10857,0.36368,0.53116,0.000148696,0.000148696,0.000148696
278,1655.93,0.06468,0.09451,0.86306,0.96397,0.97045,0.995,0.98741,0.10605,0.3659,0.5269,0.000143195,0.000143195,0.000143195
279,1661.45,0.07246,0.11128,0.8541,0.96399,0.97044,0.995,0.98741,0.10516,0.35158,0.52646,0.000137694,0.000137694,0.000137694
280,1667.48,0.06995,0.12311,0.85776,0.96394,0.97043,0.995,0.98893,0.1059,0.35086,0.52763,0.000132193,0.000132193,0.000132193
281,1673.36,0.06981,0.10922,0.8703,0.96227,0.96875,0.98075,0.98075,0.11132,0.35376,0.53099,0.000126692,0.000126692,0.000126692
282,1678.76,0.07923,0.10681,0.86336,0.96219,0.96875,0.98075,0.98075,0.11469,0.35613,0.53276,0.000121191,0.000121191,0.000121191
283,1684.1,0.06792,0.10596,0.85663,0.96216,0.96875,0.98075,0.98075,0.12052,0.36573,0.53862,0.00011569,0.00011569,0.00011569
284,1689.78,0.07432,0.10202,0.86721,0.96372,0.9703,0.995,0.98741,0.12302,0.37191,0.54372,0.000110189,0.000110189,0.000110189
285,1695.26,0.06304,0.11048,0.85362,0.96372,0.9703,0.995,0.98741,0.12248,0.37796,0.54484,0.000104688,0.000104688,0.000104688
286,1700.63,0.0597,0.08809,0.84995,0.96372,0.9703,0.995,0.98741,0.12161,0.38406,0.54557,9.91865e-05,9.91865e-05,9.91865e-05
287,1706.23,0.06786,0.12591,0.85068,0.96379,0.97027,0.995,0.98741,0.12367,0.39119,0.54769,9.36854e-05,9.36854e-05,9.36854e-05
288,1711.57,0.06857,0.09637,0.83351,0.96378,0.97027,0.995,0.98741,0.12258,0.38632,0.54584,8.81843e-05,8.81843e-05,8.81843e-05
289,1717.08,0.07275,0.12112,0.87229,0.96381,0.97024,0.995,0.98788,0.11764,0.38095,0.54285,8.26832e-05,8.26832e-05,8.26832e-05
290,1722.6,0.07861,0.10335,0.84297,0.96382,0.97025,0.995,0.98788,0.11497,0.38464,0.54125,7.71821e-05,7.71821e-05,7.71821e-05
291,1727.83,0.07457,0.20953,0.84183,0.9638,0.97028,0.995,0.98741,0.11459,0.39155,0.53816,7.1681e-05,7.1681e-05,7.1681e-05
292,1733.37,0.06317,0.15572,0.8352,0.96218,0.96875,0.97982,0.97982,0.11452,0.402,0.5345,6.61799e-05,6.61799e-05,6.61799e-05
293,1738.77,0.06095,0.11694,0.84498,0.96218,0.96875,0.97433,0.97433,0.11176,0.40707,0.53021,6.06788e-05,6.06788e-05,6.06788e-05
294,1744.47,0.0762,0.13637,0.84722,0.96211,0.96875,0.97073,0.97073,0.10835,0.40499,0.52634,5.51777e-05,5.51777e-05,5.51777e-05
295,1750.09,0.06485,0.1169,0.76761,0.96206,0.96875,0.96958,0.96958,0.10617,0.40347,0.52317,4.96766e-05,4.96766e-05,4.96766e-05
296,1755.63,0.24353,0.1602,1.38318,0.96208,0.96875,0.96906,0.96906,0.10571,0.40025,0.52211,4.41755e-05,4.41755e-05,4.41755e-05
297,1761.4,0.06538,0.11326,0.82708,0.96218,0.96875,0.969,0.969,0.10605,0.39314,0.52185,3.86744e-05,3.86744e-05,3.86744e-05
298,1767.06,0.06007,0.09356,0.85883,0.96213,0.96875,0.96888,0.96888,0.10563,0.38976,0.52148,3.31733e-05,3.31733e-05,3.31733e-05
299,1772.76,0.05371,1.27477,0.84749,0.96216,0.96875,0.96882,0.96882,0.10648,0.38874,0.52136,2.76722e-05,2.76722e-05,2.76722e-05
300,1778.27,0.08194,0.21275,0.82562,0.96228,0.96875,0.96876,0.96876,0.10956,0.38973,0.52351,2.21711e-05,2.21711e-05,2.21711e-05
